data,concorso,n1,n2,n3,n4,n5,n6,jolly,superstar
2025-11-04,176,5,18,28,38,44,76,23,
2025-11-06,177,9,48,51,53,73,88,19,
2025-11-07,178,5,24,32,67,82,88,43,
2025-11-08,179,17,18,19,33,35,62,80,
2025-11-11,180,3,37,42,59,63,84,49,
2025-11-13,181,7,9,17,54,73,90,89,
2025-11-14,182,26,38,43,46,72,73,45,
2025-11-15,183,20,23,40,51,55,85,5,
2025-11-18,184,18,40,54,83,85,89,4,
2025-11-20,185,5,9,15,17,48,74,65,
2025-11-21,186,12,14,18,53,84,86,72,
2025-11-22,187,2,8,29,47,59,65,86,
2025-11-25,188,18,20,21,23,40,43,52,
2025-11-27,189,9,28,43,50,61,88,83,
2025-11-28,190,1,12,20,21,42,58,84,
2025-11-29,191,8,16,29,61,65,69,17,
2025-12-02,192,5,17,28,59,70,90,27,
2025-12-04,193,12,30,45,48,59,60,40,
2025-12-05,194,10,19,29,30,56,71,76,
2025-12-06,195,1,38,42,78,82,84,24,
2025-12-09,196,8,31,51,65,78,79,26,
2025-12-11,197,14,44,72,81,85,86,80,
2025-12-12,198,7,21,35,38,64,80,29,
2025-12-13,199,2,5,7,36,58,64,14,
2025-12-16,200,2,18,24,35,41,84,44,
2025-12-18,201,7,28,63,69,73,77,64,
2025-12-19,202,16,52,60,75,81,88,40,
2025-12-20,203,11,24,42,50,89,90,36,
2025-12-22,204,2,14,28,36,78,85,17,
2025-12-23,205,16,18,22,24,34,80,62,
2025-12-27,206,8,19,20,41,74,84,45,
2025-12-29,207,36,38,45,61,79,83,12,
2025-12-30,208,6,9,17,20,60,67,1,
2026-01-02,1,29,33,47,56,69,89,16,
2026-01-03,2,16,30,32,43,68,76,36,
2026-01-05,3,11,13,17,56,80,84,41,
2026-01-08,4,35,42,45,53,55,88,66,
2026-01-09,5,31,33,61,68,71,72,87,
2026-01-10,6,11,19,24,66,82,88,58,
2026-01-12,7,1,11,40,73,75,81,70,
2026-01-13,8,20,29,56,68,72,74,35,
2026-01-15,9,44,49,60,69,73,85,36,
2026-01-16,10,14,21,24,52,80,86,57,
2026-01-17,11,3,7,41,56,65,83,79,
2026-01-20,12,8,13,25,60,72,74,78,
2026-01-22,13,2,30,52,56,57,78,59,
2026-01-23,14,2,6,11,19,88,90,69,
2026-01-24,15,22,37,55,61,68,71,21,
2026-01-27,16,11,19,27,31,54,84,38,
2026-01-29,17,29,30,34,56,66,80,88,
2026-01-30,18,32,33,39,40,52,86,63,
2026-01-31,19,2,6,7,33,37,80,11,
2026-02-03,20,11,16,17,41,42,46,70,
2026-02-05,21,6,8,26,27,57,90,41,
2026-02-06,22,6,8,17,31,36,75,90,
2026-02-07,23,4,7,12,30,69,81,41,
2026-02-10,24,1,15,29,39,63,83,73,
2026-02-12,25,5,11,35,52,80,85,66,
2026-02-13,26,1,52,57,71,76,83,37,
2026-02-14,27,5,23,40,47,80,85,6,
2026-02-17,28,16,21,42,45,52,88,58,
2026-02-19,29,20,39,40,43,76,90,53,
2026-02-20,30,30,34,41,42,49,83,64,
2026-02-21,31,49,58,60,66,68,81,75,
2026-02-24,32,4,18,23,26,45,87,82,
2026-02-26,33,18,30,36,52,67,72,69,
2026-02-27,34,10,14,49,55,71,79,80,
2026-02-28,35,14,17,33,63,64,80,15,
2026-03-03,36,4,16,42,48,56,68,26,
2026-03-05,37,7,23,39,62,63,78,22,
2026-03-06,38,4,17,22,37,50,88,20,
2026-03-07,39,3,12,18,40,45,69,5,
2026-03-10,40,8,34,42,47,55,83,4,
2026-03-12,41,8,24,25,62,63,64,43,
2026-03-13,42,3,11,13,20,53,61,88,
2026-03-14,43,3,6,33,63,88,89,18,
2026-03-17,44,2,13,16,41,53,56,60,
2026-03-19,45,19,39,45,54,62,89,42,
2026-03-20,46,14,32,45,51,54,87,61,
2026-03-21,47,9,26,33,49,51,55,50,
2026-03-24,48,6,54,60,64,74,87,10,
2026-03-26,49,24,26,39,69,77,80,82,
2026-03-27,50,6,22,27,43,58,64,10,
2026-03-28,51,9,45,62,67,68,81,36,
2026-03-31,52,1,3,39,46,47,61,25,
2026-04-02,53,18,24,25,32,36,63,40,
2026-04-03,54,28,52,53,64,66,72,44,
2026-04-04,55,8,21,29,46,60,81,42,
2026-04-07,56,10,16,18,47,50,59,7,
2026-04-09,57,2,30,38,63,74,84,19,
2026-04-10,58,3,10,13,17,58,90,32,
2026-04-11,59,19,28,38,48,77,85,59,
2026-04-14,60,3,5,20,27,35,66,17,
2026-04-16,61,9,11,12,38,44,54,60,
2026-04-17,62,13,27,45,53,57,84,34,
2026-04-18,63,11,22,28,33,68,77,9,
2026-04-21,64,18,19,40,43,56,77,6,
2026-04-23,65,18,24,28,35,56,58,72,
2026-04-24,66,6,13,33,37,68,82,56,
2026-04-27,67,40,57,62,64,85,87,23,
2026-04-28,68,29,42,43,47,57,60,27,
2026-04-30,69,6,7,15,44,52,58,40,
2026-05-02,70,7,58,60,79,84,86,2,
2026-05-04,71,3,14,31,46,61,63,75,
2026-05-05,72,24,34,45,55,81,87,23,
2026-05-07,73,1,34,48,66,69,73,75,
2026-05-08,74,8,16,41,47,51,90,82,
2026-05-09,75,9,27,30,42,43,62,11,
2026-05-12,76,2,28,31,57,58,59,5,
2026-05-14,77,31,56,72,74,84,85,18,
2026-05-15,78,5,13,17,28,47,68,42,
2026-08-28,,4,8,27,62,70,79,60,55
2026-08-27,,2,27,28,50,75,84,32,40
2026-08-25,,15,36,62,67,69,70,32,15
2026-08-22,,2,16,23,31,72,85,82,14
2026-08-21,,12,25,27,28,39,57,42,13
2026-08-20,,14,18,26,51,64,71,77,49
2026-08-18,,10,16,24,25,39,66,70,6
2026-08-17,,18,24,69,71,73,82,29,41
2026-08-14,,9,18,20,25,53,90,49,23
2026-08-13,,2,7,16,29,57,84,18,1
2026-08-28,,4,8,27,62,70,79,60,55
2026-08-27,,2,27,28,50,75,84,32,40
2026-08-25,,15,36,62,67,69,70,32,15
2026-08-22,,2,16,23,31,72,85,82,14
2026-08-21,,12,25,27,28,39,57,42,13
2026-08-20,,14,18,26,51,64,71,77,49
2026-08-18,,10,16,24,25,39,66,70,6
2026-08-17,,18,24,69,71,73,82,29,41
2026-08-14,,9,18,20,25,53,90,49,23
2026-08-13,,2,7,16,29,57,84,18,1
2026-08-28,,4,8,27,62,70,79,60,55
2026-08-27,,2,27,28,50,75,84,32,40
2026-08-25,,15,36,62,67,69,70,32,15
2026-08-22,,2,16,23,31,72,85,82,14
2026-08-21,,12,25,27,28,39,57,42,13
2026-08-20,,14,18,26,51,64,71,77,49
2026-08-18,,10,16,24,25,39,66,70,6
2026-08-17,,18,24,69,71,73,82,29,41
2026-08-14,,9,18,20,25,53,90,49,23
2026-08-13,,2,7,16,29,57,84,18,1
2026-08-28,,4,8,27,62,70,79,60,55
2026-08-27,,2,27,28,50,75,84,32,40
2026-08-25,,15,36,62,67,69,70,32,15
2026-08-22,,2,16,23,31,72,85,82,14
2026-08-21,,12,25,27,28,39,57,42,13
2026-08-20,,14,18,26,51,64,71,77,49
2026-08-18,,10,16,24,25,39,66,70,6
2026-08-17,,18,24,69,71,73,82,29,41
2026-08-14,,9,18,20,25,53,90,49,23
2026-08-13,,2,7,16,29,57,84,18,1
2026-08-25,,15,36,62,67,69,70,32,15
2026-08-22,,2,16,23,31,72,85,82,14
2026-08-21,,12,25,27,28,39,57,42,13
29/08/2026,,1.00,1,12,17,45,59,74,77,62,0
29/08/2026,,1.00,1,12,17,45,59,74,77,62,0
29/08/2026,,1.00,1,12,17,45,59,74,77,62,0
29/08/2026,,1.00,1,12,17,45,59,74,77,62,0
